"","Good_Bad","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","UID","EtoI_Percent"
"4704","Good","PROF383","JABALPUR","FORD FIESTA CLASSIC 1.4 TDCI TITANIUM DIESEL 2012",350000,254250,9326,36,"Y","SELF","O",30,30,3,"PR007",65,50000,10,"Y",5,"N","O",50000,100000,60,0,"Y",1,"N","BUYING VEHICLE",1,"REWA","POSITIVE","N","AGR",10,"FARMER ",NA,0,NA,NA,NA,0,0,"Y",10000,40000,23,4704,23.32
"4705","Good","PROF358","ORISSA","MAHINDRA SCORPIO VLX 2WD AIRBAG BS IV DIESEL 2014",1200000,504250,12817,60,"Y","SON","O",50,50,3,"PR005",25,40000,15,"Y",5,"N","O",2e+05,60000,20,1,"Y",1,"N","GIVEN TO SALER",1,"PARADEEP","POSITIVE","N","SEP",8,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,43,4705,42.72
"4706","Bad","PROF235","GWALIOR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2015",600000,504250,13657,60,"Y","SELF","O",27,27,3,"PR006",0,45000,7,"N",1,"N","O",0,0,0,0,"Y",2,"N","PERSONAL",1,"","POSITIVE","N","SEP",7,"SELF",NA,0,NA,NA,NA,0,0,"Y",8000,37000,37,4706,36.91
"4707","Bad","PROF358","DELHI","TOYOTA FORTUNER 3.0 LIMITED EDITION DIESEL 2014",1600000,1400000,51723,36,"Y","SELF","O",10,10,3,"PR005",0,90000,7,"N",NA,"N","R",0,0,0,0,"N",2,"N","PERSONAL",1,"","POSITIVE","N","SEP",7,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,90000,57,4707,57.47
"4708","Good","PROF235","INDORE ","HYUNDAI SANTRO XING GL PETROL 2009",155000,144250,5210,36,"Y","SELF","O",28,11,3,"PR005",0,45000,6,"Y",6,"N","O",0,0,0,0,"Y",1,"Y","PERSONAL USE",1,"INDORE","POSITIVE","N","SEP",6,"OWNER",NA,0,NA,NA,NA,0,0,"Y",11212,33788,18,4708,15.42
"4720","Bad","PROF312","TRICHY ","MARUTI SUZUKI ERTIGA VDI DIESEL 2012",600000,504250,13397,60,"Y","PROP","O",30,20,3,"PR005",0,150000,7,"N",NA,"N","L",0,0,0,28,"Y",1,"N","SALE PURCHASE",1,"THURAIYUR","POSITIVE","N","SEP",4,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,150000,9,4720,8.93
"4722","Good","PROF058","INDORE ","TATA INDICA VISTA LS TDI BS III DIESEL 2011",245000,170000,8570,24,"Y","SELF","O",20,10,3,"PR005",0,50000,10,"Y",5,"Y","R",0,0,0,2,"Y",2,"N","SELF USE",1,"INDORE","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"N",0,50000,17,4722,17.14
"4723","Good","PROF336","CHENNAI I","MARUTI SUZUKI SWIFT VDI DIESEL 2010",400000,200000,5314,60,"Y","APLLICANT","O",35,35,3,"PR005",0,10000,20,"N",2,"N","O",60000,0,0,1,"N",1,"Y","APPLICANT",1,"CHENNAI","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,10000,53,4723,53.14
"4724","Good","PROF252","CHENNAI I","MARUTI SUZUKI ALTO LXI BS IV PETROL 2011",200000,150000,5542,36,"Y","APPLICANT","O",40,40,3,"PR007",0,60000,40,"N",5,"N","O",0,0,0,2,"Y",1,"N","APPLICANT TAKEN VEHICLE OWN USE PURPOSE",1,"KANCHIPURAM","POSITIVE","N","AGR",40,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",20000,40000,14,4724,13.86
"4725","Bad","PROF337","ERNAKULAM","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",325000,279250,10531,36,"Y","APPLICANT","O",42,42,3,"PR005",0,50000,20,"Y",6,"N","O",0,0,0,25,"Y",1,"N","PERSONAL USE",1,"","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,21,4725,21.06
"4726","Bad","PROF227","BHOPAL ","RENAULT PULSE RX E PETROL 2015",290000,244250,7124,48,"Y","APPLICANT","O",30,30,3,"PR002",0,15000,5,"Y",6,"N","O",0,0,0,1,"N",1,"N","PURCHASINGVAHECLE",1,"RESIDENT","POSITIVE","N","SAL",5,"SALES OFFICE STAFF",NA,0,NA,NA,NA,0,0,"Y",2000,13000,55,4726,54.8
"4729","Good","PROF375","MYSORE","MARUTI SUZUKI SWIFT LDI DIESEL 2010",300000,254250,7741,48,"Y","APPLICANT","O",28,28,3,"PR005",0,30000,7,"N",NA,"N","R",60000,20000,0,0,"Y",1,"N","APPLICANT",1,"CHINAKURALLI","POSITIVE","N","SEP",7,"PROPRITER",NA,0,NA,NA,NA,0,0,"Y",0,30000,26,4729,25.8
"4730","Bad","PROF218","SALEM ","TOYOTA INNOVA 2.5 G1 DIESEL 2010",700000,600000,16000,60,"Y","GUARANTOR ","O",60,22,3,"PR006",35,25000,15,"Y",5,"N","O",25000,15000,45,1,"N",1,"Y","APPLICANT ",1,"KABILAR MALAI ","POSITIVE","N","SEP",28,"DRIVER ",NA,0,NA,NA,NA,0,0,"Y",0,25000,64,4730,64
"4732","Good","PROF204","JAIPUR","MARUTI SUZUKI ALTO 800 LXI PETROL CNG 2013",220000,174250,6583,36,"Y","SELF","O",15,15,1,"PR002",0,18000,9,"Y",5,"N","O",0,0,0,5,"Y",2,"N","VEHICLES PURCHASE",1,"JAIPUR","POSITIVE","N","SAL",9,"SUPERVISOR",NA,0,NA,NA,NA,0,0,"Y",3500,14500,45,4732,45.4
"4734","Bad","PROF252","KARIMNAGAR","TOYOTA INNOVA 2.5 G1 DIESEL 2008",450000,354250,13262,36,"Y","APPLICANT","O",26,26,3,"PR009",0,1e+05,8,"Y",5,"Y","O",1e+05,0,0,3,"N",1,"N","APPLICANT",1,"KARIMNAGAR","POSITIVE","N","AGR",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",21000,79000,17,4734,16.79
"4735","Good","PROF227","TIRUNELVELI ","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2014",510000,414250,11392,60,"Y","APPLICANT","O",40,35,3,"PR001",0,57000,10,"Y",1,"N","R",0,0,0,75,"Y",2,"N","APPLICANT AND HIS FAMILY",1,"","POSITIVE","N","SAL",5,"PLANT PROTECTION OFFICER",NA,0,NA,NA,NA,0,0,"Y",18000,39000,29,4735,29.21
"4736","Good","PROF211","AURANGABAD","TOYOTA ETIOS LIVA GD DIESEL 2013",350000,279250,8425,48,"Y","PRO","O",15,15,3,"PR005",0,40000,4,"N",NA,"N","O",0,0,0,2,"Y",1,"N","SELF",1,"","POSITIVE","N","SEP",4,"PRO",NA,0,NA,NA,NA,0,0,"Y",0,40000,21,4736,21.06
"4737","Good","PROF273","JAIPUR","MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2011",650000,608250,18755,48,"Y","SELF","O",26,26,3,"PR002",0,49000,4,"Y",2,"N","L",0,0,0,0,"Y",2,"N","SALE PURCHASE DEAL",1,"JAIPUR","POSITIVE","N","SAL",1,"NURSING STAFF",NA,0,NA,NA,NA,0,0,"Y",15000,34000,55,4737,55.16
"4738","Bad","PROF346","TIRUPATHI","MAHINDRA QUANTO C6 DIESEL 2013",540000,400000,14278,36,"Y","APPLICANT","O",20,20,3,"PR005",0,90000,11,"N",5,"N","O",0,0,0,2,"Y",2,"N","RE FINANCE",1,"NAGARI","POSITIVE","N","SEP",11,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",45000,45000,32,4738,31.73
"4740","Good","PROF207","BANGALORE ","MARUTI SUZUKI ERTIGA VDI DIESEL 2012",600000,558500,14335,60,"Y","APPLICANT","O",40,3,3,"PR005",0,112000,15,"Y",1,"Y","R",0,0,0,1,"Y",2,"N","PERSONAL",1,"BANGLORE","POSITIVE","N","SEP",15,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",50000,62000,23,4740,23.12
"4741","Good","PROF235","MADURAI","HYUNDAI CRETA 1.6 CRDI SX DIESEL 2015",900000,800000,20000,60,"Y","WIFE","O",10,6,3,"PR005",0,4e+05,15,"N",NA,"N","O",0,0,0,40,"Y",2,"N","OWN USE",1,"APPLICANT","POSITIVE","N","SEP",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",39000,361000,8,4741,5.54
"4742","Good","PROF252","INDORE ","TOYOTA INNOVA 2.5 EV PS 8 STR DIESEL 2010",700000,650000,16250,60,"Y","","",NA,NA,NA,"",0,0,0,"N",NA,"N","",0,0,0,0,"Y",NA,"N","",NA,"","POSITIVE","N","",0,"",NA,0,NA,NA,NA,0,0,"N",0,0,9.22337e+18,4742,Inf
"4743","Good","PROF151","ERNAKULAM","MAHINDRA THAR CRDE 4X4 BS IV DIESEL 2011",500000,430000,12900,48,"Y","APPLICANT","O",20,20,3,"PR018",1,60000,0,"N",NA,"N","O",0,0,1,0,"Y",1,"N","PERSONAL USE",1,"KOOTHATTUKULAM","POSITIVE","N","OTH",0,"HOUSEWIFE",NA,0,NA,NA,NA,0,0,"Y",20000,40000,32,4743,32.25
"4744","Good","PROF358","AHMEDABAD","MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2009",400000,350000,10500,48,"Y","SELF","O",32,32,3,"PR004",0,80000,2,"Y",4,"N","R",0,0,0,4,"Y",2,"N","SELF",1,"AHMEDABAD","POSITIVE","N","SEP",2,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",25780,54220,27,4744,19.37
"4746","Bad","PROF252","MYSORE","MARUTI SUZUKI OMNI LPG BS III PETROL 2010",220000,184250,6901,36,"Y","APPLICANT","O",30,30,3,"PR008",50,35000,15,"N",NA,"N","O",25000,0,40,0,"Y",1,"Y","BUSINESS",1,"HASSAN","POSITIVE","N","AGR",10,"FORMER",NA,0,NA,NA,NA,0,0,"Y",10000,25000,28,4746,27.6
"4747","Good","PROF229","MYSORE","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012",750000,708500,18303,60,"Y","APPLICANT","O",35,20,3,"PR002",0,64000,22,"N",NA,"N","R",19000,0,0,0,"Y",2,"N","APLICANT",1,"DAVANGERE","POSITIVE","N","SAL",22,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",22000,42000,60,4747,43.58
"4748","Bad","PROF375","MYSORE","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2011",450000,404250,10710,60,"Y","APPLICANT","L",2,2,1,"PR005",45,60000,8,"Y",6,"Y","R",150000,75000,30,0,"Y",2,"N","PERSONAL USE.",1,"MYSORE","POSITIVE","N","SEP",1.5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,45000,24,4748,23.8
"4749","Bad","PROF245","NAGPUR","HYUNDAI SANTRO GLS PETROL LPG 2011",250000,154250,7851,24,"Y","APPLICANT  SELF ","O",50,28,3,"PR005",30,45000,5,"Y",5,"Y","O",150000,300000,30,2,"Y",1,"N","APPLICANT ",1,"KHAIRI DIWAN","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,45000,17,4749,17.45
"4762","Bad","PROF252","ROWB","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2010",330000,284250,8883,48,"Y","OWNE","O",38,38,3,"PR007",0,21000,20,"Y",5,"Y","O",0,0,0,0,"N",1,"Y","COMMERCIAL USE",1,"BHITA PACHIMPARA BURDWAN","POSITIVE","N","AGR",15,"PROPITOR",NA,0,NA,NA,NA,0,0,"Y",5000,16000,56,4762,55.52
"4763","Bad","PROF211","MYSORE","FORD FIESTA TITANIUM PLUS DIESEL 2013",670000,628500,16499,60,"Y","MOTHER","O",22,22,3,"PR005",95,60000,4,"Y",5,"N","O",6e+05,200000,65,3,"Y",2,"Y","NO OTHER LOANS. ",1,"THIRTHAHALLI ","POSITIVE","N","SEP",4,"SRINIDI TRANSPORT",NA,0,NA,NA,NA,0,0,"Y",18000,42000,51,4763,39.28
"4764","Good","PROF235","JAIPUR","SKODA FABIA ACTIVE 1.2 MPI PETROL 2012",500000,434250,13390,48,"Y","SELF","R",3,2,3,"PR004",0,60000,1,"Y",5,"N","O",0,0,0,40,"Y",2,"N","NOT APPLICABLE",1,"","POSITIVE","N","SEP",2,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",0,60000,22,4764,22.32
"4765","Good","PROF297","COIMBATORE ","HONDA CITY 1.5 V MT PETROL 2010",350000,212000,6008,48,"Y","APPLICANT","O",25,10,3,"PR005",0,30000,25,"Y",5,"Y","O",30000,0,0,20,"N",1,"N","APPLICANT 2 YEARS",1,"VELLAKOVIL","POSITIVE","N","SEP",25,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",2500,27500,22,4765,21.85
"4766","Good","PROF013","INDORE ","TOYOTA FORTUNER 3.0 MT 4X2 DIESEL 2015",2300000,2200000,63672,48,"Y","SELF","R",3,3,3,"PR005",0,2e+05,12,"Y",5,"N","R",0,0,0,0,"N",1,"Y","BUSINESS TO PURCHASE PROPERTY",1,"INDORE","POSITIVE","Y","SEP",12,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,200000,32,4766,31.84
"4767","Good","PROF309","MADURAI","FIAT GRAND PUNTO ACTIVE 1.3 DIESEL 2010",600000,254250,8009,48,"Y","APPLICANT","O",30,8,3,"PR005",0,50000,10,"N",5,"N","L",50000,0,0,2,"Y",2,"N","APPLICANT",1,"MADURAI","POSITIVE","N","SEP",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",50000,0,9.22337e+18,4767,Inf
"4768","Good","PROF383","PONDICHERRY ","HYUNDAI EON MAGNA O PETROL 2011",250000,174250,6438,36,"Y","APPLICANT","R",30,3,3,"PR006",0,65000,15,"N",NA,"N","O",0,0,0,0,"N",1,"N","VEHICLE PURCHASE",1,"PONDYCHERRRY","POSITIVE","N","SEP",10,"SELF",NA,0,NA,NA,NA,0,0,"Y",18500,46500,23,4768,13.85
"4769","Bad","PROF133","MYSORE","HYUNDAI I20 SPORTZ 1.2 BS IV PETROL 2013",450000,404250,12630,48,"Y","SELF","O",23,23,3,"PR005",27,90000,7,"Y",5,"Y","O",250000,0,25,0,"Y",1,"N","HASSAN",1,"HASSAN","POSITIVE","N","SEP",7,"OWEN ",NA,0,NA,NA,NA,0,0,"Y",15000,75000,17,4769,16.84
"4770","Good","PROF331","SURAT","MARUTI SUZUKI EECO 7 STR PETROL 2014",300000,204250,5958,48,"Y","APPLICANT","O",3,3,3,"PR006",0,64600,5,"Y",1,"N","L",0,0,0,2,"Y",2,"N","SELF WITH FAMILY USED",1,"SURAT","POSITIVE","N","SEP",3,"DOMESTIC COURIER SUPPLER ",NA,0,NA,NA,NA,0,0,"Y",35418,29182,48,4770,20.42
"4772","Bad","PROF257","MYSORE","MARUTI SUZUKI RITZ LDI BS IV DIESEL 2011",350000,214250,5701,60,"Y","SELF","O",23,23,3,"PR006",60,1e+05,3,"N",NA,"Y","R",1e+05,0,40,2,"N",2,"Y","PURCHASE OF VEHICLE",1,"KUNDAPURA","POSITIVE","N","SEP",3,"SELF",NA,0,NA,NA,NA,0,0,"Y",70000,30000,19,4772,19
"4773","Good","PROF252","COIMBATORE ","VOLKSWAGEN POLO COMFORTLINE 1.2L DIESEL 2013",500000,404250,11976,48,"Y","SELF","O",50,50,3,"PR007",0,30000,30,"Y",6,"Y","O",0,0,0,1,"N",1,"Y","APPLICANT ",1,"POLLACHI","POSITIVE","N","AGR",30,"FARMER ",NA,0,NA,NA,NA,0,0,"Y",11050,18950,72,4773,63.2
"4776","Good","PROF033","JAIPUR","CHEVROLET BEAT LT DIESEL 2011",270000,174250,6293,36,"Y","MOTHER","O",50,50,3,"PR006",0,40000,25,"Y",5,"N","O",0,0,0,0,"Y",1,"N","SALE PURCHASE",1,"","POSITIVE","N","SEP",25,"FURNITURE CONTRACTOR",NA,0,NA,NA,NA,0,0,"Y",5000,35000,18,4776,17.98
"4777","Good","PROF357","KOLHAPUR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2011",430000,354250,10970,48,"Y","SELF","O",27,4,3,"PR005",0,50000,2,"Y",5,"Y","R",0,0,0,1,"N",2,"N","FOR USE CAR PURCHASE ",1,"","POSITIVE","N","SEP",2,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",2000,48000,23,4777,22.85
"4778","Good","PROF252","SALEM ","MARUTI SUZUKI SWIFT VDI DIESEL 2011",600000,239250,8790,36,"Y","APPLICAT","O",50,50,3,"PR007",0,50000,20,"Y",5,"Y","O",50000,100000,0,15,"N",1,"Y","APPLICANT",1,"MALLASANDIRAM","POSITIVE","N","AGR",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",15000,35000,25,4778,25.11
"4779","Good","PROF105","ORISSA","RENAULT DUSTER 85 PS RXL DIESEL 2015",1200000,608500,18002,48,"Y","PROPERTOR","O",25,25,3,"PR005",50,260000,3,"Y",5,"N","O",5e+05,2000000,40,2,"Y",1,"Y","GIVEN TO SALLER",1,"ANGUL","POSITIVE","N","SEP",3,"GARMENT RETAIL BUSINESS ",NA,0,NA,NA,NA,0,0,"Y",60000,200000,9,4779,9
"4781","Bad","PROF223","HUBLI","MARUTI SUZUKI ERTIGA ZDI DIESEL 2013",750000,654250,16973,60,"Y","APPLICANT","R",30,5,3,"PR005",10,8e+05,35,"Y",3,"N","O",8e+05,600000,6,10,"Y",2,"N","PERSONAL",1,"HUBLI","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,800000,2,4781,2.12
"4782","Good","PROF229","NASIK","MAHINDRA SCORPIO VLX 2WD BS IV DIESEL 2008",550000,354250,18144,24,"Y","SELF","O",25,25,3,"PR001",0,50000,15,"Y",6,"N","O",0,0,0,5,"Y",1,"N","PERSONAL USE",1,"NASHIK","POSITIVE","N","SAL",15,"WORKER",NA,0,NA,NA,NA,0,0,"Y",10000,40000,45,4782,45.36
"4783","Bad","PROF151","JABALPUR ","HYUNDAI I20 ASTA 1.2 O PETROL 2010",410000,264250,6607,60,"Y","SELF","L",35,25,3,"PRO19",0,21000,28,"Y",5,"N","O",21000,0,0,0,"N",2,"N","FOR HIS PERSONAL USE ",1,"RDVV JABALPUR ","POSITIVE","N","STU",28,"FATHER IS SALARIED ",NA,0,NA,NA,NA,0,0,"Y",8350,12650,62,4783,52.23
"4784","Good","PROF283","BANGALORE","HYUNDAI GRAND I10 SPORTZ 1.2 PETROL 2015",235000,189250,6704,36,"Y","NAA","O",1,1,3,"PR005",0,1111,1,"N",NA,"N","O",1111,0,0,1,"Y",2,"N","NAA",1,"NAA","POSITIVE","N","SEP",1,"NAA",NA,0,NA,NA,NA,0,0,"Y",0,1111,603,4784,603.42
"4786","Bad","PROF282","VIJAYAWADA","HYUNDAI I10 SPORTZ 1.2 PETROL 2010",300000,254250,9127,36,"Y","APPLICANT","O",29,29,3,"PR016",0,40000,3,"Y",5,"N","O",0,0,0,0,"N",1,"Y","APPLICANT",1,"PORANKI","POSITIVE","N","OTH",3,"PROP",NA,0,NA,NA,NA,0,0,"Y",5000,35000,26,4786,26.08
"4788","Bad","PROF095","BAREILLY","HONDA AMAZE 1.5 SMT I DTEC DIESEL 2014",500000,404250,12404,48,"Y","SELF","O",30,25,3,"PR005",0,35000,12,"N",5,"N","R",0,0,0,1,"Y",1,"N","FOR VEHICLE PURCHASED ",1,"BAREILLY","POSITIVE","N","SEP",12,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",5000,30000,41,4788,41.35
"4790","Good","PROF227","CHENNAI I","NISSAN MICRA XL PETROL 2013",380000,284250,7225,60,"Y","HIRER","O",25,25,3,"PR002",0,70000,4,"Y",4,"N","R",0,0,0,0,"Y",2,"N","CAR PURCHASE",1,"CHENNAI","POSITIVE","N","SAL",4,"TECHNICIAN",NA,0,NA,NA,NA,0,0,"Y",20000,50000,14,4790,14.45
"4791","Good","PROF245","HYDERABAD ","HYUNDAI I10 ERA PETROL LPG 2012",400000,350000,10573,48,"Y","APPLICANT","R",8,2,3,"PR005",0,50000,18,"N",NA,"N","O",0,0,0,0,"N",1,"N","PERSONAL USE",1,"HYDERABAD","POSITIVE","N","SEP",18,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,35000,30,4791,30.21
"4792","Good","PROF223","PONDICHERRY ","TATA INDIGO ECS LS TDI DIESEL 2012",300000,254250,9288,36,"Y","APPLICANT","O",25,18,3,"PR012",0,55000,15,"N",NA,"N","O",0,0,0,0,"N",1,"N","VEHICLE PURCHASE",1,"PONDYCHERRY","POSITIVE","N","OTH",15,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",26500,28500,52,4792,32.59
"4793","Good","PROF105","PONDICHERRY ","FORD CLASSIC 1.4 TDCI TITANIUM DIESEL 2013",400000,300000,10959,36,"Y","APPLICANT","O",15,15,5,"PR006",0,80000,15,"N",NA,"N","O",0,0,0,0,"N",1,"N","VEHICLE PURCHASE",1,"PONDYCHERRY","POSITIVE","N","SEP",13,"SELF",NA,0,NA,NA,NA,0,0,"Y",36000,44000,25,4793,24.91
"4794","Good","PROF383","PUNE","MARUTI SUZUKI ERTIGA ZXI PETROL 2013",600000,550000,14209,60,"Y","SELF","O",30,30,3,"PR006",0,60000,20,"N",NA,"N","O",60000,0,0,0,"Y",1,"Y","PURCHASE OF USED CAR ERTIGA",1,"PUNE","POSITIVE","N","SEP",20,"SELF",NA,0,NA,NA,NA,0,0,"Y",0,60000,24,4794,23.68
"4796","Bad","PROF252","VISAKHAPATNAM","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",500000,454250,13821,48,"Y","SELF ","O",40,40,3,"PR008",0,85000,30,"Y",5,"Y","O",0,0,0,0,"N",1,"Y","PERSONAL ",1,"JAGANADHAPURAM ","POSITIVE","N","AGR",30,"AGRICULTURE ",NA,0,NA,NA,NA,0,0,"Y",20000,65000,21,4796,21.26
"4797","Good","PROF096","MYSORE","MARUTI SUZUKI WAGON R LXI PETROL 2009",150000,104250,5350,24,"Y","SELF","O",50,50,3,"PR006",60,30000,20,"N",NA,"N","O",30000,0,40,4,"N",2,"Y","PURCHASE OF VEHICLE",1,"KUNDAPURA","POSITIVE","N","SEP",20,"SELF",NA,0,NA,NA,NA,0,0,"Y",10000,20000,27,4797,26.75
"4799","Bad","PROF305","CHENNAI I","MAHINDRA SCORPIO LX 2.6 TURBO DIESEL 2007",400000,304250,15340,24,"Y","APPLICANT","R",30,8,3,"PR005",0,5e+05,11,"N",1,"N","R",5e+05,0,30,5,"Y",2,"N","SCORPIO SALE PURCHASE",1,"","POSITIVE","N","SEP",1,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",350000,150000,10,4799,10.23
"4810","Good","PROF289","MADURAI","TATA ARIA PLEASURE 4X2 DIESEL 2011",500000,304250,11000,36,"Y","FATHER","R",20,15,3,"PR004",0,70000,2,"N",5,"Y","R",0,0,0,4,"Y",2,"Y","OWNED USE",1,"DINDIGUL","POSITIVE","Y","SEP",15,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",0,70000,16,4810,15.71
"4811","Bad","PROF096","TIRUNELVELI ","MARUTI SUZUKI WAGON R DUO LXI LPG PETROL 2011",400000,204250,7300,36,"Y","APPLICANT","O",20,20,3,"PR003",0,70000,17,"Y",5,"N","O",0,0,0,62,"N",1,"Y","FAMILY",1,"","POSITIVE","N","SEP",17,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,70000,10,4811,10.43
"4812","Bad","PROF191","TIRUNELVELI ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2009",550000,450000,16438,36,"Y","APPLICANT","O",32,32,3,"PR006",50,15000,9,"Y",5,"Y","R",2e+05,500000,35,0,"Y",2,"N","PERSONAL USAGE",1,"SIVAKASI","POSITIVE","N","SEP",9,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",0,15000,110,4812,109.59
"4814","Bad","PROF204","RAIPUR ","FORD FIESTA TITANIUM PLUS DIESEL 2013",518000,454250,12114,60,"Y","SELF","O",15,8,3,"PR002",0,30000,10,"Y",5,"N","O",0,0,0,5,"Y",2,"N","VEHICLE PURCHEESE",1,"RAIPUR","POSITIVE","N","SAL",10,"LISNING OFFICER ",NA,0,NA,NA,NA,0,0,"Y",0,30000,40,4814,40.38
"4816","Good","PROF259","BANGALORE ","TOYOTA INNOVA 2.5 E 7 STR DIESEL 2010",700000,650000,16651,60,"Y","SELF","O",41,20,3,"PR005",0,75000,20,"N",5,"N","O",75000,0,0,3,"N",1,"N","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",44000,31000,59,4816,53.71
"4817","Good","PROF227","DEHRADUN","HYUNDAI I20 SPORTZ 1.4 CRDI 6 SPEED BS IV DIESEL 2014",500000,304250,9260,48,"Y","SELF","O",45,45,3,"PR002",0,25000,24,"Y",5,"N","O",0,0,0,3,"Y",1,"N","FAMILY USE",1,"ROORKEE","POSITIVE","N","SAL",24,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,25000,37,4817,37.04
"4818","Good","PROF245","VIJAYAWADA","TOYOTA INNOVA 2.5 V 7STR DIESEL 2011",800000,700000,20376,48,"Y","APPLICANT","O",30,25,3,"PR005",0,50000,3,"N",NA,"N","O",0,0,0,2,"Y",2,"N","VEHICLE",1,"VIJAYAWADA","POSITIVE","N","SEP",3,"FAMILY OWNED BUSINESS",NA,0,NA,NA,NA,0,0,"Y",0,50000,41,4818,40.75
"4819","Good","PROF204","INDORE","MARUTI SUZUKI WAGON R 1.0 LXI PETROL 2011",320000,270000,6750,60,"Y","SELF","",NA,NA,NA,"",0,0,0,"N",NA,"N","",0,0,0,0,"Y",NA,"N","",NA,"","POSITIVE","N","",0,"",NA,0,NA,NA,NA,0,0,"N",0,0,9.22337e+18,4819,Inf
"4820","Good","PROF252","COIMBATORE ","MARUTI SUZUKI SWIFT ZDI DIESEL 2012",700000,454250,12545,60,"Y","SPOUSE","O",40,30,3,"PR007",0,65000,30,"Y",6,"Y","O",0,0,0,1,"N",1,"N","APPLICNAT FAMILY",1,"LOCAL","POSITIVE","N","AGR",30,"AGRI",NA,0,NA,NA,NA,0,0,"Y",15000,50000,25,4820,25.09
